Customer_ID,Customer_Age,Gender,City,Region,Customer_Segment,Campaign_ID,Campaign_Name,Campaign_Date,Channel,Campaign_Type,Product_Category,Product,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,Customer_Acquisition_Cost,Order_Value
CUST-2908,41,Female,Chicago,Midwest,SMB,CMP-101,Q1 Brand Refresh,2024-02-29,Facebook,Brand Awareness,Home & Living,Ergonomic Executive Chair,73301,2090,180.0,19,742.3,5121.83,39.07,269.57
CUST-4045,52,Male,Boston,North East,B2B Enterprise,CMP-103,Enterprise SaaS LeadGen,2024-01-14,Instagram,Lead Generation,Software/SaaS,CyberSecurity Enterprise Suite,44515,1298,215.0,24,928.89,27669.6,38.7,1152.9
CUST-9623,37,Male,San Francisco,West,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2024-08-03,Instagram,Retargeting,Fitness,UltraFit Smartwatch 5,53992,1769,154.0,17,1048.28,2578.73,61.66,151.69
CUST-3761,27,Female,Detroit,Midwest,Consumer Premium,CMP-107,Cyber November Mega Sale,2025-02-14,Google Ads,Seasonal Sale,Home & Living,Ergonomic Executive Chair,63280,2543,196.0,33,1187.07,10114.5,35.97,306.5
CUST-2088,37,Male,Chicago,Midwest,SMB,CMP-107,Cyber November Mega Sale,2024-11-07,Instagram,Seasonal Sale,Home & Living,Adjustable Standing Desk,125881,3916,388.0,45,1915.42,18755.1,42.56,416.78
CUST-5524,43,Female,Chicago,Midwest,SMB,CMP-113,High-Spend Experimental Push,2024-12-02,Facebook,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,470596,12568,1225.0,32,10353.88,17349.44,323.56,542.17
CUST-1043,48,Non-Binary,Philadelphia,North East,SMB,CMP-113,High-Spend Experimental Push,2024-10-03,Google Ads,Brand Awareness,Home & Living,Ergonomic Executive Chair,205949,9181,798.0,25,2520.54,6807.75,100.82,272.31
CUST-1230,26,Male,Los Angeles,West,SMB,CMP-103,Enterprise SaaS LeadGen,2025-06-14,Facebook,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,49651,1122,168.0,20,794.51,9805.0,39.73,490.25
CUST-9515,53,Male,Seattle,West,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2025-03-12,Instagram,Lead Generation,Home & Living,Adjustable Standing Desk,110272,3406,801.0,97,2388.66,45926.59,24.63,473.47
CUST-3036,39,Male,Detroit,Midwest,SMB,CMP-110,Display Banner Remarketing,2025-04-13,Referral,Retargeting,Home & Living,Ergonomic Executive Chair,96558,5408,436.0,90,2272.71,25361.1,25.25,281.79
CUST-3117,42,Male,Atlanta,South,Consumer Budget,CMP-104,Summer Fashion Retargeting,2025-01-20,YouTube,Retargeting,Apparel,Premium Designer Denim Jacket,48242,754,71.0,8,1079.33,712.96,134.92,89.12
CUST-7520,39,Male,Seattle,West,SMB,CMP-107,Cyber November Mega Sale,2025-01-04,Instagram,Seasonal Sale,Home & Living,Ergonomic Executive Chair,101261,3656,331.0,39,1416.74,11014.38,36.33,282.42
CUST-5909,42,Other,Detroit,Midwest,SMB,CMP-103,Enterprise SaaS LeadGen,2024-06-13,Search,Lead Generation,Home & Living,Adjustable Standing Desk,104974,5266,1300.0,220,1748.9,95708.8,7.95,435.04
CUST-4967,43,Female,Atlanta,South,B2B Enterprise,CMP-105,SmartHome Hub Launch,2024-08-15,Instagram,Product Launch,Software/SaaS,CloudAnalytics Pro SaaS,16942,501,49.0,7,297.47,3381.91,42.5,483.13
CUST-2886,64,Male,Minneapolis,Midwest,B2B Enterprise,CMP-109,Email Newsletter Nurture,2024-07-27,Facebook,Lead Generation,Software/SaaS,CyberSecurity Enterprise Suite,14961,437,70.0,9,168.32,11260.71,18.7,1251.19
CUST-3287,37,Male,Boston,North East,Consumer Premium,CMP-104,Summer Fashion Retargeting,2024-11-24,Google Ads,Retargeting,Electronics,Smart noise-canceling Headphones,165397,8918,954.0,122,1532.39,22482.16,12.56,184.28
CUST-9843,44,Female,Los Angeles,West,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-03-15,facebook,Lead Generation,Home & Living,Adjustable Standing Desk,31665,759,194.0,49,292.15,20400.17,5.96,416.33
CUST-1688,39,Female,Chicago,Midwest,SMB,CMP-107,Cyber November Mega Sale,2024-01-03,Facebook,Seasonal Sale,Home & Living,Ergonomic Executive Chair,86547,2118,235.0,24,1514.01,7549.92,63.08,314.58
CUST-8866,61,Female,Detroit,Midwest,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-05-15,Instagram,Seasonal Sale,Fitness,UltraFit Smartwatch 5,99439,2736,317.0,38,1522.91,5202.96,40.08,136.92
CUST-8802,31,Female,Seattle,West,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-05-10,Search,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,21914,1232,315.0,109,480.75,59337.42,4.41,544.38
CUST-4054,35,Female,New York,North East,Consumer Budget,CMP-106,Fall Hardware Promo,2024-10-18,Instagram,Seasonal Sale,Fitness,UltraFit Smartwatch 5,35816,1167,151.0,21,596.61,3355.17,28.41,159.77
CUST-7542,40,Female,Chicago,Midwest,Consumer Budget,CMP-101,Q1 Brand Refresh,2024-07-05,Search,Brand Awareness,Fitness,UltraFit Smartwatch 5,172019,8167,822.0,111,2678.33,17988.66,24.13,162.06
CUST-6290,30,Male,Boston,North East,Consumer Premium,CMP-105,SmartHome Hub Launch,2025-03-28,Facebook,Product Launch,Fitness,UltraFit Smartwatch 5,126812,3675,424.0,46,1136.77,6744.52,24.71,146.62
CUST-2521,43,Male,New York,North East,B2B Enterprise,CMP-102,Spring Tech Blowout,2024-08-22,Facebook,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,84854,1992,220.0,28,1556.95,34481.44,55.61,1231.48
CUST-2778,26,Female,Boston,North East,Consumer Budget,CMP-114,Low-Budget High-Conversion Niche,2024-07-27,Search,Lead Generation,Apparel,Premium Designer Denim Jacket,71481,3986,754.0,296,577.31,27898.0,1.95,94.25
CUST-5938,24,Female,Minneapolis,Midwest,Consumer Budget,CMP-104,Summer Fashion Retargeting,2025-03-25,Email,Retargeting,Fitness,UltraFit Smartwatch 5,82658,5250,542.0,100,1411.95,16076.0,14.12,160.76
CUST-1913,37,Male,Los Angeles,West,SMB,CMP-101,Q1 Brand Refresh,2025-01-19,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,33049,1384,176.0,22,581.56,10421.4,26.43,473.7
CUST-5744,39,Male,San Francisco,West,Consumer Budget,CMP-107,Cyber November Mega Sale,2025-06-30,Facebook,Seasonal Sale,Apparel,Premium Designer Denim Jacket,134064,4254,425.0,49,2526.48,4050.83,51.56,82.67
CUST-1137,54,Male,Los Angeles,West,B2B Enterprise,CMP-114,Low-Budget High-Conversion Niche,2024-01-19,Facebook,Lead Generation,Software/SaaS,CyberSecurity Enterprise Suite,30282,707,130.0,30,547.7,34772.7,18.26,1159.09
CUST-9351,20,Female,Philadelphia,North East,Consumer Premium,CMP-114,Low-Budget High-Conversion Niche,2025-05-27,Google Ads  ,Lead Generation,Home & Living,Adjustable Standing Desk,36510,1680,286.0,76,685.26,33645.2,9.02,442.7
CUST-9783,41,Female,Chicago,Midwest,Consumer Premium,CMP-113,High-Spend Experimental Push,2024-09-14,Facebook,Brand Awareness,Fitness,UltraFit Smartwatch 5,201615,6514,739.0,19,3730.82,2693.82,196.36,141.78
CUST-2897,34,Female,Chicago,Midwest,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2025-04-01,Instagram,Retargeting,Apparel,Premium Designer Denim Jacket,85383,2242,244.0,36,1420.47,3346.56,39.46,92.96
CUST-8028,18,Female,Miami,South,Consumer Budget,CMP-106,Fall Hardware Promo,2024-08-17,Google Ads,Seasonal Sale,Apparel,Premium Designer Denim Jacket,118056,5028,465.0,61,2450.94,5177.07,40.18,84.87
CUST-9929,36,Male,Dallas,South,Consumer Budget,CMP-105,SmartHome Hub Launch,2025-02-02,Search,Product Launch,Apparel,Premium Designer Denim Jacket,100047,5100,623.0,89,1378.27,7596.15,15.49,85.35
CUST-5911,41,Male,Detroit,Midwest,SMB,CMP-107,Cyber November Mega Sale,2024-03-12,Facebook,Seasonal Sale,Home & Living,Adjustable Standing Desk,54085,1384,177.0,17,625.59,7565.17,36.8,445.01
CUST-7737,42,Female,Seattle,West,Consumer Budget,CMP-109,Email Newsletter Nurture,2024-07-17,Instagram,Lead Generation,Apparel,Premium Designer Denim Jacket,24326,841,214.0,22,532.79,1991.88,24.22,90.54
CUST-8652,42,Non-Binary,Minneapolis,Midwest,B2B Enterprise,CMP-113,High-Spend Experimental Push,2024-04-10,Referral,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,91336,4286,555.0,24,1070.07,12096.72,44.59,504.03
CUST-1075,31,Male,Los Angeles,West,B2B Enterprise,CMP-112,VIP Customer Loyalty Drive,2025-05-07,Facebook,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,11524,299,27.0,3,205.97,1521.33,68.66,507.11
CUST-2525,45,Female,Boston,North East,Consumer Premium,CMP-107,Cyber November Mega Sale,2024-05-11,Facebook,Seasonal Sale,Electronics,Smart noise-canceling Headphones,81648,2568,233.0,23,1738.37,4432.1,75.58,192.7
CUST-8904,50,Male,Seattle,West,Consumer Budget,CMP-107,Cyber November Mega Sale,2024-05-25,Instagram,Seasonal Sale,Electronics,4K UltraHD Streamer Box,28977,939,114.0,11,665.15,1342.22,60.47,122.02
CUST-6646,36,Male,Miami,South,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-04-09,Email,Brand Awareness,Electronics,4K UltraHD Streamer Box,758926,46150,3286.0,155,7884.33,19461.8,50.87,125.56
CUST-1154,33,Male,San Francisco,West,SMB,CMP-107,Cyber November Mega Sale,2024-10-14,Instagram,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,49559,1723,141.0,14,1148.9,7278.18,82.06,519.87
CUST-2844,46,Female,Minneapolis,Midwest,Consumer Budget,CMP-101,Q1 Brand Refresh,2024-06-26,Instagram,Brand Awareness,Apparel,Premium Designer Denim Jacket,42882,1595,206.0,25,606.52,2076.75,24.26,83.07
CUST-2026,23,Male,Detroit,Midwest,B2B Enterprise,CMP-101,Q1 Brand Refresh,2025-06-23,Facebook,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,177876,5480,571.0,60,2750.34,32583.0,45.84,543.05
CUST-2756,49,Female,Detroit,Midwest,B2B Enterprise,CMP-108,Holiday Gift Extravaganza,2024-04-15,Search,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,112370,5038,404.0,63,1376.39,81286.38,21.85,1290.26
CUST-8289,24,Female,Atlanta,South,Consumer Premium,CMP-110,Display Banner Remarketing,2024-07-26,Display,Retargeting,Electronics,Smart noise-canceling Headphones,64414,869,95.0,6,1401.96,1290.42,233.66,215.07
CUST-1027,32,Male,Boston,North East,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2024-06-26,Facebook,Seasonal Sale,Electronics,4K UltraHD Streamer Box,244047,6579,653.0,71,2423.64,9868.29,34.14,138.99
CUST-1891,71,Male,Atlanta,South,SMB,CMP-109,Email Newsletter Nurture,2025-05-09,Google Ads,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,18561,821,122.0,21,437.95,11273.22,20.85,536.82
CUST-6017,42,Female,Dallas,South,Consumer Premium,CMP-106,Fall Hardware Promo,2025-02-25,Search,Seasonal Sale,Electronics,Smart noise-canceling Headphones,67189,3615,450.0,64,1435.82,13580.8,22.43,212.2
CUST-3317,31,Male,Philadelphia,North East,Consumer Premium,CMP-109,Email Newsletter Nurture,2024-01-06,Instagram,Lead Generation,Home & Living,Ergonomic Executive Chair,75995,2318,461.0,67,1809.46,21261.78,27.01,317.34
CUST-4702,33,Male,Los Angeles,West,Consumer Budget,CMP-110,Display Banner Remarketing,2024-06-23,Google Ads,Retargeting,Electronics,4K UltraHD Streamer Box,247170,9388,982.0,122,2811.56,16060.08,23.05,131.64
CUST-8817,40,Female,Atlanta,South,Consumer Premium,CMP-101,Q1 Brand Refresh,2025-02-09,Google Ads,Brand Awareness,Fitness,UltraFit Smartwatch 5,62927,3324,364.0,62,980.45,9714.16,15.81,156.68
CUST-2552,25,Male,San Francisco,West,SMB,CMP-109,Email Newsletter Nurture,2024-08-26,YouTube,Lead Generation,Home & Living,Adjustable Standing Desk,57320,841,183.0,18,1317.42,7540.02,73.19,418.89
CUST-7665,31,Female,Philadelphia,North East,Consumer Premium,CMP-102,Spring Tech Blowout,2024-09-23,Instagram ,Seasonal Sale,Fitness,UltraFit Smartwatch 5,62298,2132,157.0,20,870.61,2848.2,43.53,142.41
CUST-2143,29,Male,Miami,South,Consumer Budget,CMP-106,Fall Hardware Promo,2024-01-31,Google Ads,Seasonal Sale,Fitness,UltraFit Smartwatch 5,4469,176,21.0,3,107.65,450.06,35.88,150.02
CUST-5105,28,Male,Los Angeles,West,B2B Enterprise,CMP-103,Enterprise SaaS LeadGen,2024-06-12,Instagram,Lead Generation,Software/SaaS,CyberSecurity Enterprise Suite,27162,939,158.0,21,463.91,23789.01,22.09,1132.81
CUST-4228,58,Female,Los Angeles,West,B2B Enterprise,CMP-106,Fall Hardware Promo,2024-03-24,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,23515,1032,106.0,17,490.22,8213.21,28.84,483.13
CUST-6132,42,Male,Miami,South,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2024-08-31,Google Ads,Retargeting,Electronics,Smart noise-canceling Headphones,74045,2698,325.0,46,750.79,8515.52,16.32,185.12
CUST-6117,34,Female,Philadelphia,North East,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-08-27,YouTube,Brand Awareness,Apparel,Premium Designer Denim Jacket,203945,3842,459.0,11,4444.67,915.97,404.06,83.27
CUST-7593,47,Male,Chicago,Midwest,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-10-21,FACEBOOK,Product Launch,Fitness,UltraFit Smartwatch 5,78251,2021,152.0,15,1887.82,2110.8,125.85,140.72
CUST-6843,41,Male,New York,North East,Consumer Budget,CMP-114,Low-Budget High-Conversion Niche,2025-05-16,Google Ads,Lead Generation,Fitness,UltraFit Smartwatch 5,26333,1270,311.0,122,585.74,18384.18,4.8,150.69
CUST-7426,28,Non-Binary,Atlanta,South,SMB,CMP-106,Fall Hardware Promo,2024-07-02,Display,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,129227,1697,189.0,14,1366.84,6712.16,97.63,479.44
CUST-3308,18,Female,Los Angeles,West,Consumer Budget,CMP-106,Fall Hardware Promo,2024-07-24,Email,Seasonal Sale,Electronics,4K UltraHD Streamer Box,224138,13466,1447.0,244,2575.86,32361.72,10.56,132.63
CUST-7152,42,Female,Boston,North East,B2B Enterprise,CMP-113,High-Spend Experimental Push,2024-08-21,Instagram,Brand Awareness,Software/SaaS,CyberSecurity Enterprise Suite,549306,14151,1505.0,40,4762.04,50578.0,119.05,1264.45
CUST-6695,46,Male,Seattle,West,Consumer Premium,CMP-104,Summer Fashion Retargeting,2024-08-07,Facebook,Retargeting,Fitness,UltraFit Smartwatch 5,123558,4120,315.0,42,1335.83,6775.44,31.81,161.32
CUST-7259,37,Male,Boston,North East,Consumer Budget,CMP-110,Display Banner Remarketing,2024-02-10,Search,Retargeting,Fitness,UltraFit Smartwatch 5,16929,801,88.0,15,396.71,2136.6,26.45,142.44
CUST-7128,33,Male,Los Angeles,West,Consumer Premium,CMP-106,Fall Hardware Promo,2024-08-23,YouTube,Seasonal Sale,Fitness,UltraFit Smartwatch 5,66985,1349,101.0,10,779.31,1371.0,77.93,137.1
CUST-7398,59,Male,Chicago,Midwest,Consumer Budget,CMP-109,Email Newsletter Nurture,2025-05-15,Google Ads,Lead Generation,Electronics,4K UltraHD Streamer Box,100490,3735,537.0,91,1998.16,10905.44,21.96,119.84
CUST-8958,36,Male,Boston,North East,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-04-19,Instagram,Lead Generation,Fitness,UltraFit Smartwatch 5,130407,3803,898.0,123,1653.81,18619.74,13.45,151.38
CUST-6339,36,Male,Philadelphia,North East,SMB,CMP-112,VIP Customer Loyalty Drive,2024-07-23,Facebook,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,96137,2970,323.0,36,1779.26,16275.96,49.42,452.11
CUST-1960,42,Male,Los Angeles,West,Consumer Budget,CMP-107,Cyber November Mega Sale,2024-01-23,Google Ads,Seasonal Sale,Fitness,UltraFit Smartwatch 5,33229,1417,133.0,20,812.88,,40.64,161.14
CUST-9442,53,Female,Atlanta,South,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-09-20,Email,Product Launch,Apparel,Premium Designer Denim Jacket,11136,577,57.0,8,223.77,737.68,27.97,92.21
CUST-1968,36,Male,Los Angeles,West,B2B Enterprise,CMP-101,Q1 Brand Refresh,2024-12-27,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,154003,6954,588.0,96,2640.79,44725.44,27.51,465.89
CUST-1939,25,Male,Philadelphia,North East,Consumer Premium,CMP-109,Email Newsletter Nurture,2025-05-17,Facebook,Lead Generation,Home & Living,Adjustable Standing Desk,134609,3543,908.0,99,1950.97,41253.3,19.71,416.7
CUST-3072,32,Male,San Francisco,West,B2B Enterprise,CMP-111,Influencer Video Push,2024-09-28,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,140038,6184,446.0,73,2295.27,36631.4,31.44,501.8
CUST-2148,39,Male,Atlanta,South,B2B Enterprise,CMP-103,Enterprise SaaS LeadGen,2025-04-14,Facebook,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,102485,3245,560.0,75,1389.0,37105.5,18.52,494.74
CUST-9004,32,Male,Detroit,Midwest,B2B Enterprise,CMP-112,VIP Customer Loyalty Drive,2024-01-27,Instagram,Retargeting,Software/SaaS,CyberSecurity Enterprise Suite,88984,2691,234.0,31,1030.49,36215.44,33.24,1168.24
CUST-6801,50,Female,New York,North East,SMB,CMP-101,Q1 Brand Refresh,2025-06-25,Search,Brand Awareness,Home & Living,Adjustable Standing Desk,277712,16928,1795.0,235,2620.86,106633.6,11.15,453.76
CUST-6759,36,Male,New York,North East,B2B Enterprise,CMP-103,Enterprise SaaS LeadGen,2024-11-05,YouTube,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,169276,2608,642.0,55,2046.24,25170.75,37.2,457.65
CUST-4586,18,Female,San Francisco,West,Consumer Budget,CMP-114,Low-Budget High-Conversion Niche,2024-12-05,Google Ads,Lead Generation,Fitness,UltraFit Smartwatch 5,16026,633,105.0,40,375.51,5714.8,9.39,142.87
CUST-3901,29,Male,Los Angeles,West,SMB,CMP-104,Summer Fashion Retargeting,2024-09-29,Google Ads,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,133069,7078,861.0,104,2338.98,49273.12,22.49,473.78
CUST-1526,32,Male,Seattle,West,SMB,CMP-106,Fall Hardware Promo,2025-05-27,Facebook,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,28298,761,82.0,10,246.75,5022.7,24.68,502.27
CUST-4104,23,Female,Los Angeles,West,B2B Enterprise,CMP-111,Influencer Video Push,2024-02-21,Instagram,Brand Awareness,Software/SaaS,CyberSecurity Enterprise Suite,109477,3330,394.0,42,1047.38,55273.68,24.94,1316.04
CUST-9641,52,Male,Chicago,Midwest,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-09-30,Facebook,Brand Awareness,Fitness,UltraFit Smartwatch 5,266502,8953,913.0,29,6618.0,4744.69,228.21,163.61
CUST-1339,45,Male,Miami,South,B2B Enterprise,CMP-102,Spring Tech Blowout,2024-03-20,Email,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,29941,1689,147.0,27,377.63,12658.14,13.99,468.82
CUST-5567,43,Other,Chicago,Midwest,Consumer Budget,CMP-102,Spring Tech Blowout,2024-04-10,Instagram,Seasonal Sale,Fitness,UltraFit Smartwatch 5,81313,2362,173.0,20,1723.07,2768.2,86.15,138.41
CUST-4627,44,Male,Boston,North East,SMB,CMP-111,Influencer Video Push,2024-11-14,YouTube,Brand Awareness,Home & Living,Adjustable Standing Desk,131609,2448,208.0,17,2745.16,7631.64,161.48,448.92
CUST-1283,60,Male,Seattle,West,Consumer Premium,CMP-105,SmartHome Hub Launch,2024-03-27,Search,Product Launch,Home & Living,Adjustable Standing Desk,53951,3236,293.0,50,532.38,20364.0,10.65,407.28
CUST-3263,44,Female,Minneapolis,Midwest,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2025-05-26,Facebook,Retargeting,Electronics,4K UltraHD Streamer Box,101644,3156,360.0,34,1081.26,3965.08,31.8,116.62
CUST-9076,36,Non-Binary,San Francisco,West,Consumer Budget,CMP-101,Q1 Brand Refresh,2025-01-23,Google Ads,Brand Awareness,Electronics,4K UltraHD Streamer Box,42535,2052,239.0,37,362.35,4398.93,9.79,118.89
CUST-1678,32,Female,New York,North East,B2B Enterprise,CMP-102,Spring Tech Blowout,2024-05-30,Search,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,73639,3702,383.0,57,739.35,26291.25,12.97,461.25
CUST-4176,37,Female,Boston,North East,B2B Enterprise,CMP-113,High-Spend Experimental Push,2025-04-15,Instagram,Brand Awareness,Software/SaaS,CyberSecurity Enterprise Suite,701441,26062,2237.0,61,6846.78,74506.62,112.24,1221.42
CUST-2554,47,Female,Seattle,West,Consumer Budget,CMP-109,Email Newsletter Nurture,2025-03-03,Facebook,Lead Generation,Apparel,Premium Designer Denim Jacket,10613,267,52.0,5,220.2,474.1,44.04,94.82
CUST-8388,18,Male,Atlanta,South,Consumer Premium,CMP-107,Cyber November Mega Sale,2024-02-23,Facebook,Seasonal Sale,Home & Living,Ergonomic Executive Chair,111197,3728,303.0,40,1323.82,12842.4,33.1,321.06
CUST-6812,24,Female,New York,North East,B2B Enterprise,CMP-101,Q1 Brand Refresh,2025-04-01,Search,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,79992,3331,357.0,61,1261.07,32208.61,20.67,528.01
CUST-4881,54,Female,Detroit,Midwest,SMB,CMP-107,Cyber November Mega Sale,2025-01-25,Instagram,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,91657,3410,355.0,51,933.32,27097.32,18.3,531.32
CUST-6863,59,Male,Chicago,Midwest,B2B Enterprise,CMP-107,Cyber November Mega Sale,2025-01-12,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,37684,1746,152.0,18,652.1,9177.12,36.23,509.84
CUST-8720,43,Male,Philadelphia,North East,SMB,CMP-108,Holiday Gift Extravaganza,2024-07-11,Instagram,Seasonal Sale,Home & Living,Ergonomic Executive Chair,180440,5269,447.0,52,2728.47,15375.88,52.47,295.69
CUST-2750,35,Male,Detroit,Midwest,B2B Enterprise,CMP-108,Holiday Gift Extravaganza,2025-02-22,Instagram,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,157458,5003,506.0,66,1276.6,86646.12,19.34,1312.82
CUST-1011,40,Male,Los Angeles,West,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2025-06-21,Search,Seasonal Sale,Electronics,Smart noise-canceling Headphones,126500,6587,,74,2351.06,15036.06,31.77,203.19
CUST-5204,39,Female,San Francisco,West,Consumer Budget,CMP-111,Influencer Video Push,2024-03-05,Instagram,Brand Awareness,Apparel,Premium Designer Denim Jacket,5462,188,20.0,2,115.44,178.46,57.72,89.23
CUST-6657,39,Female,Minneapolis,Midwest,SMB,CMP-113,High-Spend Experimental Push,2024-01-16,YouTube,Brand Awareness,Home & Living,Ergonomic Executive Chair,199684,4246,330.0,9,1910.38,2650.41,212.26,294.49
CUST-6548,27,Male,Seattle,West,B2B Enterprise,CMP-103,Enterprise SaaS LeadGen,2024-12-19,Facebook,Lead Generation,Software/SaaS,CyberSecurity Enterprise Suite,118384,3155,794.0,89,2005.89,99089.93,22.54,1113.37
CUST-8198,43,Female,Boston,North East,Consumer Budget,CMP-104,Summer Fashion Retargeting,2024-12-15,Instagram,Retargeting,Electronics,4K UltraHD Streamer Box,304621,8279,639.0,80,3079.96,9969.6,38.5,124.62
CUST-3258,41,Male,Boston,North East,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2025-05-23,YouTube,Lead Generation,Fitness,UltraFit Smartwatch 5,40669,767,119.0,10,468.3,1589.9,46.83,158.99
CUST-1995,22,Male,Atlanta,South,Consumer Premium,CMP-102,Spring Tech Blowout,2024-07-10,YouTube,Seasonal Sale,Home & Living,Adjustable Standing Desk,51834,1074,107.0,12,759.6,5450.04,63.3,454.17
CUST-3763,42,Female,Dallas,South,SMB,CMP-109,Email Newsletter Nurture,2024-06-19,Instagram,Lead Generation,Home & Living,Adjustable Standing Desk,73007,1941,332.0,43,1661.72,19097.16,38.64,444.12
CUST-5021,21,Male,Miami,South,Consumer Premium,CMP-109,Email Newsletter Nurture,2025-01-06,Instagram,Lead Generation,Home & Living,Ergonomic Executive Chair,138947,3614,,75,1262.85,23586.0,16.84,314.48
CUST-2145,35,Non-Binary,New York,North East,Consumer Budget,CMP-106,Fall Hardware Promo,2025-05-22,Facebook,Seasonal Sale,Fitness,UltraFit Smartwatch 5,8796,215,24.0,2,182.06,290.42,91.03,145.21
CUST-2428,37,Female,San Francisco,West,B2B Enterprise,CMP-108,Holiday Gift Extravaganza,2024-03-16,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,86915,3663,303.0,51,1713.64,24009.27,33.6,470.77
CUST-5270,53,Female,Miami,South,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2025-06-01,Facebook,Retargeting,Electronics,4K UltraHD Streamer Box,101989,2675,328.0,36,1627.79,4310.64,45.22,119.74
CUST-9963,54,Female,Chicago,Midwest,SMB,CMP-110,Display Banner Remarketing,2024-06-30,Instagram,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,49628,1794,207.0,22,1219.35,10607.08,55.42,482.14
CUST-1358,50,Female,Minneapolis,Midwest,Consumer Premium,CMP-111,Influencer Video Push,2024-12-05,Referral,Brand Awareness,Electronics,Smart noise-canceling Headphones,152358,7368,948.0,184,2090.16,37874.56,11.36,205.84
CUST-9064,32,Female,San Francisco,West,Consumer Budget,CMP-110,Display Banner Remarketing,2024-12-22,Google Ads,Retargeting,Electronics,4K UltraHD Streamer Box,99427,4816,460.0,77,2171.03,9891.42,28.2,128.46
CUST-1782,31,Female,Atlanta,South,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2025-01-25,Display,Lead Generation,Electronics,Smart noise-canceling Headphones,76636,779,174.0,11,1746.32,2171.07,158.76,197.37
CUST-8621,41,Female,Los Angeles,West,Consumer Budget,CMP-105,SmartHome Hub Launch,2025-01-23,YouTube,Product Launch,Electronics,4K UltraHD Streamer Box,29823,500,45.0,4,630.09,557.84,157.52,139.46
CUST-6417,37,Female,Chicago,Midwest,SMB,CMP-106,Fall Hardware Promo,2024-05-19,YouTube,Seasonal Sale,Home & Living,Adjustable Standing Desk,78179,1575,136.0,13,1634.56,5507.32,125.74,423.64
CUST-2659,56,Male,Seattle,West,SMB,CMP-113,High-Spend Experimental Push,2024-12-11,Google Ads,Brand Awareness,Home & Living,Adjustable Standing Desk,290856,15577,1406.0,55,5396.01,22856.9,98.11,415.58
CUST-9418,43,Female,New York,North East,Consumer Budget,CMP-104,Summer Fashion Retargeting,2024-10-27,Display,Retargeting,Fitness,UltraFit Smartwatch 5,241101,2435,253.0,16,2144.3,2364.0,134.02,147.75
