Customer_ID,Customer_Age,Age_Group,Gender,City,Region,Customer_Segment
CUST-8523,41,36-50,Non-Binary,Chicago,Midwest,SMB
CUST-9478,45,36-50,Female,Seattle,West,B2B Enterprise
CUST-6170,52,51-65,Female,Detroit,Midwest,Consumer Budget
CUST-7767,47,36-50,Female,Los Angeles,West,SMB
CUST-5164,44,36-50,Male,New York,North East,SMB
CUST-4344,25,18-25,Female,Seattle,West,Consumer Premium
CUST-3595,54,51-65,Male,Philadelphia,North East,SMB
CUST-1898,48,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-9049,19,18-25,Female,Atlanta,South,Consumer Budget
CUST-2855,30,26-35,Female,Atlanta,South,Consumer Budget
CUST-3260,46,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-9061,39,36-50,Male,Seattle,West,B2B Enterprise
CUST-8330,18,18-25,Female,Chicago,Midwest,Consumer Premium
CUST-5225,45,36-50,Female,New York,North East,SMB
CUST-3829,41,36-50,Male,Detroit,Midwest,Consumer Premium
CUST-9795,30,26-35,Female,Los Angeles,West,Consumer Budget
CUST-4522,33,26-35,Male,Detroit,Midwest,Consumer Budget
CUST-5850,41,36-50,Female,San Francisco,West,B2B Enterprise
CUST-4956,42,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-3052,39,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-3989,23,18-25,Female,Seattle,West,Consumer Budget
CUST-4399,40,36-50,Male,Miami,South,Consumer Budget
CUST-9604,54,51-65,Female,Minneapolis,Midwest,B2B Enterprise
CUST-7811,38,36-50,Female,Seattle,West,Consumer Budget
CUST-4837,57,51-65,Female,San Francisco,West,Consumer Budget
CUST-4163,34,26-35,Female,San Francisco,West,Consumer Premium
CUST-5126,46,36-50,Male,New York,North East,Consumer Premium
CUST-2441,37,36-50,Male,New York,North East,SMB
CUST-6737,55,51-65,Female,Atlanta,South,Consumer Budget
CUST-6492,53,51-65,Female,Chicago,Midwest,SMB
CUST-8501,39,36-50,Male,New York,North East,SMB
CUST-4146,39,36-50,Male,Detroit,Midwest,Consumer Premium
CUST-4717,41,36-50,Female,Los Angeles,West,SMB
CUST-5066,20,18-25,Female,San Francisco,West,Consumer Premium
CUST-3173,49,36-50,Female,Boston,North East,B2B Enterprise
CUST-8477,21,18-25,Male,Minneapolis,Midwest,Consumer Budget
CUST-7288,42,36-50,Female,Boston,North East,B2B Enterprise
CUST-4776,40,36-50,Male,Seattle,West,SMB
CUST-4828,57,51-65,Female,Detroit,Midwest,SMB
CUST-9870,31,26-35,Male,San Francisco,West,SMB
CUST-6723,43,36-50,Female,Seattle,West,Consumer Budget
CUST-2996,30,26-35,Male,Seattle,West,SMB
CUST-1157,21,18-25,Non-Binary,Minneapolis,Midwest,Consumer Premium
CUST-5625,56,51-65,Male,Minneapolis,Midwest,Consumer Budget
CUST-6927,29,26-35,Female,New York,North East,B2B Enterprise
CUST-1080,45,36-50,Female,San Francisco,West,Consumer Budget
CUST-9346,26,26-35,Male,Los Angeles,West,Consumer Premium
CUST-3886,23,18-25,Male,Philadelphia,North East,SMB
CUST-6899,38,36-50,Male,Miami,South,B2B Enterprise
CUST-6128,43,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-5971,29,26-35,Female,Los Angeles,West,Consumer Premium
CUST-8828,19,18-25,Male,Dallas,South,SMB
CUST-6596,62,51-65,Female,Atlanta,South,Consumer Budget
CUST-8429,43,36-50,Non-Binary,San Francisco,West,Consumer Budget
CUST-7522,30,26-35,Female,New York,North East,Consumer Premium
CUST-6484,48,36-50,Male,Los Angeles,West,B2B Enterprise
CUST-3358,34,26-35,Female,Miami,South,Consumer Premium
CUST-4657,45,36-50,Female,Philadelphia,North East,Consumer Budget
CUST-4729,57,51-65,Female,Atlanta,South,SMB
CUST-6641,39,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-3555,58,51-65,Male,Dallas,South,B2B Enterprise
CUST-8027,31,26-35,Male,Detroit,Midwest,SMB
CUST-6255,33,26-35,Female,Boston,North East,SMB
CUST-9211,46,36-50,Female,San Francisco,West,Consumer Premium
CUST-7462,45,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-5522,22,18-25,Male,Philadelphia,North East,Consumer Premium
CUST-9692,18,18-25,Male,Boston,North East,Consumer Budget
CUST-6102,44,36-50,Male,Boston,North East,SMB
CUST-9928,40,36-50,Other,Philadelphia,North East,B2B Enterprise
CUST-1408,40,36-50,Female,Seattle,West,Consumer Budget
CUST-5375,18,18-25,Male,Los Angeles,West,Consumer Premium
CUST-6563,44,36-50,Female,Philadelphia,North East,Consumer Budget
CUST-4977,38,36-50,Male,San Francisco,West,SMB
CUST-5923,43,36-50,Male,Dallas,South,Consumer Budget
CUST-6640,37,36-50,Male,Atlanta,South,Consumer Budget
CUST-6323,54,51-65,Female,New York,North East,SMB
CUST-4362,37,36-50,Male,Atlanta,South,Consumer Premium
CUST-1870,46,36-50,Male,Los Angeles,West,SMB
CUST-3499,34,26-35,Female,Los Angeles,West,B2B Enterprise
CUST-8228,43,36-50,Female,New York,North East,SMB
CUST-6631,18,18-25,Female,Detroit,Midwest,SMB
CUST-2035,42,36-50,Male,Boston,North East,Consumer Budget
CUST-8825,39,36-50,Female,Dallas,South,SMB
CUST-4485,64,51-65,Female,Minneapolis,Midwest,Consumer Budget
CUST-7312,37,36-50,Male,Atlanta,South,SMB
CUST-8095,49,36-50,Male,Chicago,Midwest,Consumer Premium
CUST-1919,40,36-50,Male,Miami,South,SMB
CUST-2468,42,36-50,Female,San Francisco,West,SMB
CUST-4535,42,36-50,Female,Dallas,South,Consumer Budget
CUST-2922,25,18-25,Female,Detroit,Midwest,SMB
CUST-5002,48,36-50,Female,Minneapolis,Midwest,SMB
CUST-9849,29,26-35,Male,Atlanta,South,SMB
CUST-7865,18,18-25,Female,New York,North East,SMB
CUST-8992,36,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-4568,46,36-50,Male,Dallas,South,Consumer Premium
CUST-8669,39,36-50,Male,Philadelphia,North East,SMB
CUST-9099,37,36-50,Other,Los Angeles,West,Consumer Budget
CUST-1467,30,26-35,Female,Seattle,West,Consumer Budget
CUST-2372,44,36-50,Female,Boston,North East,Consumer Budget
CUST-4503,55,51-65,Male,Seattle,West,Consumer Budget
CUST-2359,30,26-35,Female,New York,North East,Consumer Budget
CUST-1005,18,18-25,Male,Dallas,South,Consumer Budget
CUST-7203,32,26-35,Male,New York,North East,SMB
CUST-8075,51,51-65,Male,San Francisco,West,SMB
CUST-2508,41,36-50,Male,Dallas,South,Consumer Premium
CUST-8744,38,36-50,Female,Minneapolis,Midwest,Consumer Budget
CUST-9573,50,36-50,Female,Minneapolis,Midwest,Consumer Budget
CUST-9784,29,26-35,Female,Dallas,South,SMB
CUST-2624,38,36-50,Male,Atlanta,South,SMB
CUST-5270,35,26-35,Male,Boston,North East,SMB
CUST-2779,41,36-50,Female,Atlanta,South,SMB
CUST-4019,43,36-50,Male,Detroit,Midwest,Consumer Budget
CUST-7195,42,36-50,Male,Los Angeles,West,Consumer Budget
CUST-5681,35,26-35,Female,Boston,North East,SMB
CUST-7768,21,18-25,Female,Detroit,Midwest,Consumer Budget
CUST-2236,43,36-50,Male,Boston,North East,SMB
CUST-1696,37,36-50,Male,Minneapolis,Midwest,Consumer Premium
CUST-9884,45,36-50,Male,Philadelphia,North East,SMB
CUST-9964,29,26-35,Male,Atlanta,South,SMB
CUST-7850,45,36-50,Female,New York,North East,Consumer Budget
CUST-2708,31,26-35,Female,Los Angeles,West,Consumer Premium
CUST-7713,38,36-50,Male,Atlanta,South,Consumer Budget
CUST-6985,39,36-50,Female,Dallas,South,Consumer Budget
CUST-3392,48,36-50,Female,Los Angeles,West,SMB
CUST-3182,49,36-50,Male,Miami,South,B2B Enterprise
CUST-9243,43,36-50,Male,Detroit,Midwest,SMB
CUST-1931,28,26-35,Female,Dallas,South,Consumer Premium
CUST-4813,62,51-65,Female,Los Angeles,West,Consumer Premium
CUST-1734,26,26-35,Female,Dallas,South,B2B Enterprise
CUST-2626,34,26-35,Male,Miami,South,Consumer Budget
CUST-1737,20,18-25,Male,Philadelphia,North East,SMB
CUST-6235,37,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-4893,27,26-35,Female,Detroit,Midwest,SMB
CUST-4011,32,26-35,Female,Seattle,West,B2B Enterprise
CUST-2105,52,51-65,Male,Seattle,West,Consumer Premium
CUST-6776,55,51-65,Female,Atlanta,South,B2B Enterprise
CUST-6860,54,51-65,Male,Detroit,Midwest,Consumer Budget
CUST-9979,40,36-50,Male,San Francisco,West,Consumer Budget
CUST-7158,38,36-50,Female,Atlanta,South,Consumer Budget
CUST-3330,19,18-25,Non-Binary,Dallas,South,SMB
CUST-4371,29,26-35,Male,Atlanta,South,SMB
CUST-2178,59,51-65,Female,Boston,North East,Consumer Premium
CUST-3073,46,36-50,Male,Dallas,South,B2B Enterprise
CUST-4296,46,36-50,Male,San Francisco,West,B2B Enterprise
CUST-2360,18,18-25,Male,San Francisco,West,Consumer Budget
CUST-5554,50,36-50,Male,Boston,North East,B2B Enterprise
CUST-1048,53,51-65,Female,Boston,North East,Consumer Premium
CUST-5431,42,36-50,Female,Miami,South,B2B Enterprise
CUST-6257,35,26-35,Male,Dallas,South,SMB
CUST-3823,47,36-50,Male,Seattle,West,Consumer Budget
CUST-5317,20,18-25,Female,Atlanta,South,Consumer Budget
CUST-5052,28,26-35,Male,New York,North East,Consumer Premium
CUST-2405,46,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-4939,37,36-50,Female,Philadelphia,North East,SMB
CUST-8091,30,26-35,Male,Detroit,Midwest,Consumer Budget
CUST-7593,31,26-35,Female,Minneapolis,Midwest,B2B Enterprise
CUST-3219,26,26-35,Female,Boston,North East,Consumer Budget
CUST-4401,54,51-65,Male,Seattle,West,Consumer Budget
CUST-5995,48,36-50,Female,New York,North East,Consumer Budget
CUST-6913,46,36-50,Male,Dallas,South,Consumer Budget
CUST-6260,47,36-50,Male,Detroit,Midwest,SMB
CUST-3882,26,26-35,Female,Detroit,Midwest,Consumer Budget
CUST-5502,53,51-65,Male,Seattle,West,SMB
CUST-7993,42,36-50,Female,Boston,North East,B2B Enterprise
CUST-2409,40,36-50,Male,Seattle,West,Consumer Budget
CUST-2215,50,36-50,Male,Philadelphia,North East,SMB
CUST-6961,36,36-50,Female,Atlanta,South,SMB
CUST-5188,18,18-25,Female,Dallas,South,B2B Enterprise
CUST-7729,46,36-50,Male,Los Angeles,West,Consumer Budget
CUST-5326,33,26-35,Male,Boston,North East,Consumer Premium
CUST-3072,32,26-35,Female,Atlanta,South,Consumer Budget
CUST-6954,54,51-65,Female,Seattle,West,Consumer Premium
CUST-2379,27,26-35,Male,Boston,North East,SMB
CUST-8474,34,26-35,Female,New York,North East,SMB
CUST-1739,18,18-25,Male,Minneapolis,Midwest,SMB
CUST-9633,36,36-50,Female,Los Angeles,West,Consumer Budget
CUST-8048,48,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-4658,31,26-35,Male,Minneapolis,Midwest,SMB
CUST-6624,35,26-35,Female,Los Angeles,West,B2B Enterprise
CUST-6270,48,36-50,Female,Philadelphia,North East,B2B Enterprise
CUST-1485,54,51-65,Male,Los Angeles,West,Consumer Premium
CUST-2142,65,51-65,Male,Boston,North East,Consumer Budget
CUST-8550,21,18-25,Male,Dallas,South,Consumer Budget
CUST-7258,46,36-50,Male,Miami,South,Consumer Budget
CUST-9627,41,36-50,Male,Detroit,Midwest,SMB
CUST-7673,24,18-25,Male,Boston,North East,Consumer Budget
CUST-5883,26,26-35,Female,Philadelphia,North East,SMB
CUST-8512,32,26-35,Female,New York,North East,SMB
CUST-9989,47,36-50,Female,Miami,South,Consumer Premium
CUST-5827,29,26-35,Female,Minneapolis,Midwest,SMB
CUST-8921,34,26-35,Male,Los Angeles,West,Consumer Premium
CUST-4910,40,36-50,Female,Los Angeles,West,SMB
CUST-2842,56,51-65,Male,Miami,South,SMB
CUST-9082,48,36-50,Male,Seattle,West,SMB
CUST-8435,24,18-25,Female,Dallas,South,SMB
CUST-3659,20,18-25,Female,San Francisco,West,SMB
CUST-2336,38,36-50,Male,Boston,North East,Consumer Budget
CUST-4222,45,36-50,Female,New York,North East,SMB
CUST-2478,34,26-35,Male,Los Angeles,West,SMB
CUST-2374,31,26-35,Female,Philadelphia,North East,Consumer Premium
CUST-6959,24,18-25,Female,Detroit,Midwest,SMB
CUST-5353,45,36-50,Female,Dallas,South,Consumer Budget
CUST-7676,18,18-25,Female,Minneapolis,Midwest,Consumer Premium
CUST-6592,62,51-65,Female,Detroit,Midwest,Consumer Premium
CUST-8395,18,18-25,Male,Detroit,Midwest,Consumer Premium
CUST-9753,46,36-50,Male,Chicago,Midwest,B2B Enterprise
CUST-6757,22,18-25,Female,Boston,North East,Consumer Budget
CUST-6282,22,18-25,Female,Chicago,Midwest,B2B Enterprise
CUST-7389,40,36-50,Female,Los Angeles,West,SMB
CUST-6337,45,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-5116,18,18-25,Female,Detroit,Midwest,Consumer Premium
CUST-9576,52,51-65,Male,Atlanta,South,Consumer Budget
CUST-7450,28,26-35,Female,Atlanta,South,Consumer Premium
CUST-7465,25,18-25,Female,New York,North East,Consumer Budget
CUST-5347,32,26-35,Female,Dallas,South,Consumer Budget
CUST-2391,40,36-50,Female,Boston,North East,Consumer Premium
CUST-1570,37,36-50,Female,Philadelphia,North East,SMB
CUST-6539,41,36-50,Male,Boston,North East,SMB
CUST-6606,18,18-25,Female,Dallas,South,SMB
CUST-4651,27,26-35,Male,Philadelphia,North East,Consumer Budget
CUST-7444,51,51-65,Female,Miami,South,SMB
CUST-6588,27,26-35,Male,Dallas,South,SMB
CUST-1591,50,36-50,Female,Boston,North East,SMB
CUST-9580,18,18-25,Male,Dallas,South,Consumer Premium
CUST-9378,53,51-65,Male,Los Angeles,West,SMB
CUST-3500,33,26-35,Female,Chicago,Midwest,Consumer Budget
CUST-8806,52,51-65,Male,Boston,North East,SMB
CUST-5269,43,36-50,Female,Atlanta,South,Consumer Budget
CUST-2854,45,36-50,Male,Dallas,South,Consumer Budget
CUST-2463,31,26-35,Male,Boston,North East,Consumer Premium
CUST-5215,33,26-35,Male,Los Angeles,West,Consumer Premium
CUST-5067,33,26-35,Female,Seattle,West,Consumer Premium
CUST-6783,22,18-25,Female,Philadelphia,North East,Consumer Premium
CUST-2024,37,36-50,Male,Atlanta,South,B2B Enterprise
CUST-9006,20,18-25,Female,San Francisco,West,Consumer Budget
CUST-8845,41,36-50,Female,Seattle,West,B2B Enterprise
CUST-9834,47,36-50,Female,Atlanta,South,SMB
CUST-3586,18,18-25,Male,Philadelphia,North East,SMB
CUST-9557,38,36-50,Female,Miami,South,SMB
CUST-7542,40,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-6965,25,18-25,Female,Dallas,South,Consumer Premium
CUST-3847,22,18-25,Male,Seattle,West,SMB
CUST-5877,32,26-35,Female,Dallas,South,SMB
CUST-8456,18,18-25,Female,Atlanta,South,Consumer Budget
CUST-4278,27,26-35,Male,Chicago,Midwest,SMB
CUST-3820,28,26-35,Female,Boston,North East,SMB
CUST-3025,52,51-65,Female,New York,North East,Consumer Budget
CUST-6176,45,36-50,Male,Philadelphia,North East,SMB
CUST-8149,25,18-25,Male,Dallas,South,Consumer Premium
CUST-3394,32,26-35,Male,Philadelphia,North East,Consumer Premium
CUST-9487,41,36-50,Female,Minneapolis,Midwest,SMB
CUST-6430,46,36-50,Female,Atlanta,South,Consumer Budget
CUST-9051,54,51-65,Female,Dallas,South,Consumer Premium
CUST-5075,35,26-35,Male,San Francisco,West,Consumer Premium
CUST-6829,49,36-50,Male,San Francisco,West,SMB
CUST-5719,40,36-50,Male,San Francisco,West,Consumer Budget
CUST-7105,48,36-50,Male,New York,North East,SMB
CUST-4795,62,51-65,Female,New York,North East,Consumer Premium
CUST-1135,43,36-50,Female,Boston,North East,SMB
CUST-1183,24,18-25,Non-Binary,Detroit,Midwest,SMB
CUST-4575,18,18-25,Female,Philadelphia,North East,Consumer Budget
CUST-8728,55,51-65,Male,Dallas,South,B2B Enterprise
CUST-4217,53,51-65,Female,Miami,South,Consumer Premium
CUST-7616,33,26-35,Female,Minneapolis,Midwest,Consumer Budget
CUST-6305,43,36-50,Non-Binary,Minneapolis,Midwest,Consumer Premium
CUST-7846,40,36-50,Male,Detroit,Midwest,Consumer Budget
CUST-4409,52,51-65,Female,Atlanta,South,Consumer Premium
CUST-1125,34,26-35,Male,Minneapolis,Midwest,B2B Enterprise
CUST-7606,32,26-35,Female,Chicago,Midwest,Consumer Budget
CUST-4052,35,26-35,Female,Seattle,West,B2B Enterprise
CUST-1446,32,26-35,Female,Boston,North East,B2B Enterprise
CUST-2158,58,51-65,Male,Seattle,West,Consumer Budget
CUST-2598,25,18-25,Male,Los Angeles,West,Consumer Budget
CUST-5778,18,18-25,Non-Binary,New York,North East,SMB
CUST-8453,38,36-50,Male,Miami,South,SMB
CUST-1882,35,26-35,Female,Los Angeles,West,Consumer Budget
CUST-2971,59,51-65,Female,Atlanta,South,Consumer Budget
CUST-1085,58,51-65,Female,Seattle,West,Consumer Budget
CUST-7885,68,65+,Female,San Francisco,West,SMB
CUST-7623,43,36-50,Female,Atlanta,South,SMB
CUST-9975,38,36-50,Female,Dallas,South,SMB
CUST-6553,31,26-35,Female,Seattle,West,B2B Enterprise
CUST-3057,49,36-50,Female,Minneapolis,Midwest,B2B Enterprise
CUST-4748,37,36-50,Male,Philadelphia,North East,SMB
CUST-2566,23,18-25,Male,Seattle,West,Consumer Premium
CUST-6111,35,26-35,Female,San Francisco,West,Consumer Budget
CUST-8269,38,36-50,Male,Atlanta,South,SMB
CUST-5387,57,51-65,Female,Minneapolis,Midwest,Consumer Budget
CUST-4648,37,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-4688,42,36-50,Female,Miami,South,B2B Enterprise
CUST-9710,42,36-50,Female,San Francisco,West,SMB
CUST-2075,43,36-50,Female,Los Angeles,West,Consumer Premium
CUST-3813,29,26-35,Male,Minneapolis,Midwest,Consumer Budget
CUST-6109,33,26-35,Female,Seattle,West,Consumer Premium
CUST-9629,20,18-25,Male,Minneapolis,Midwest,Consumer Premium
CUST-4056,34,26-35,Female,Atlanta,South,SMB
CUST-1360,48,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-8480,45,36-50,Female,Miami,South,Consumer Premium
CUST-2884,38,36-50,Female,Detroit,Midwest,B2B Enterprise
CUST-5982,33,26-35,Male,Boston,North East,Consumer Budget
CUST-2753,25,18-25,Female,Los Angeles,West,Consumer Premium
CUST-2860,46,36-50,Male,Seattle,West,SMB
CUST-6290,43,36-50,Male,Minneapolis,Midwest,B2B Enterprise
CUST-1288,38,36-50,Female,San Francisco,West,B2B Enterprise
CUST-5342,54,51-65,Male,Detroit,Midwest,Consumer Premium
CUST-9355,55,51-65,Male,Philadelphia,North East,Consumer Budget
CUST-3515,31,26-35,Female,Los Angeles,West,Consumer Premium
CUST-9980,32,26-35,Female,Minneapolis,Midwest,SMB
CUST-8495,33,26-35,Female,Minneapolis,Midwest,B2B Enterprise
CUST-3215,43,36-50,Male,San Francisco,West,Consumer Premium
CUST-5302,36,36-50,Female,Philadelphia,North East,Consumer Budget
CUST-2283,49,36-50,Female,Boston,North East,Consumer Premium
CUST-4588,38,36-50,Female,Philadelphia,North East,SMB
CUST-2499,37,36-50,Female,Los Angeles,West,Consumer Budget
CUST-5688,21,18-25,Female,Dallas,South,B2B Enterprise
CUST-9245,29,26-35,Female,Seattle,West,B2B Enterprise
CUST-6798,39,36-50,Male,Detroit,Midwest,Consumer Budget
CUST-6104,43,36-50,Male,Seattle,West,Consumer Budget
CUST-3250,33,26-35,Female,Atlanta,South,Consumer Premium
CUST-2227,37,36-50,Female,Atlanta,South,Consumer Premium
CUST-3069,34,26-35,Male,Detroit,Midwest,Consumer Premium
CUST-8366,56,51-65,Male,Minneapolis,Midwest,Consumer Premium
CUST-8644,21,18-25,Female,Seattle,West,B2B Enterprise
CUST-5090,23,18-25,Female,Chicago,Midwest,SMB
CUST-3216,47,36-50,Male,New York,North East,B2B Enterprise
CUST-5383,24,18-25,Female,Chicago,Midwest,B2B Enterprise
CUST-6638,34,26-35,Male,Los Angeles,West,Consumer Budget
CUST-5594,18,18-25,Male,Seattle,West,Consumer Budget
CUST-2420,41,36-50,Female,New York,North East,B2B Enterprise
CUST-9714,42,36-50,Male,Dallas,South,Consumer Premium
CUST-3660,27,26-35,Male,Dallas,South,SMB
CUST-3383,46,36-50,Non-Binary,New York,North East,Consumer Premium
CUST-5973,41,36-50,Non-Binary,Atlanta,South,Consumer Premium
CUST-8201,42,36-50,Male,San Francisco,West,Consumer Premium
CUST-9847,23,18-25,Female,Detroit,Midwest,B2B Enterprise
CUST-7761,26,26-35,Male,Minneapolis,Midwest,SMB
CUST-8279,40,36-50,Female,Los Angeles,West,SMB
CUST-7322,55,51-65,Male,Atlanta,South,Consumer Budget
CUST-8676,18,18-25,Female,Atlanta,South,B2B Enterprise
CUST-2200,43,36-50,Male,Miami,South,SMB
CUST-2135,44,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-6077,31,26-35,Female,Minneapolis,Midwest,Consumer Premium
CUST-6383,25,18-25,Female,Los Angeles,West,SMB
CUST-8729,44,36-50,Female,Los Angeles,West,Consumer Budget
CUST-5641,21,18-25,Male,San Francisco,West,Consumer Budget
CUST-8554,32,26-35,Non-Binary,Philadelphia,North East,Consumer Budget
CUST-2793,39,36-50,Male,New York,North East,SMB
CUST-8898,48,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-3340,43,36-50,Female,Los Angeles,West,Consumer Budget
CUST-2280,29,26-35,Female,Atlanta,South,SMB
CUST-3860,22,18-25,Other,Philadelphia,North East,SMB
CUST-9846,33,26-35,Male,Los Angeles,West,Consumer Budget
CUST-2443,37,36-50,Male,Chicago,Midwest,Consumer Budget
CUST-4094,39,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-9657,34,26-35,Male,New York,North East,Consumer Premium
CUST-4259,67,65+,Female,Atlanta,South,Consumer Premium
CUST-4898,36,36-50,Male,New York,North East,B2B Enterprise
CUST-4034,64,51-65,Female,San Francisco,West,SMB
CUST-4184,39,36-50,Male,Detroit,Midwest,B2B Enterprise
CUST-7326,55,51-65,Male,Chicago,Midwest,B2B Enterprise
CUST-3501,33,26-35,Male,Atlanta,South,Consumer Premium
CUST-6325,43,36-50,Male,Chicago,Midwest,SMB
CUST-7065,18,18-25,Female,Minneapolis,Midwest,Consumer Budget
CUST-4787,58,51-65,Male,Boston,North East,Consumer Budget
CUST-3574,39,36-50,Female,New York,North East,SMB
CUST-7106,36,36-50,Female,Detroit,Midwest,SMB
CUST-4022,45,36-50,Male,Miami,South,Consumer Budget
CUST-3627,33,26-35,Male,Boston,North East,Consumer Budget
CUST-7807,31,26-35,Male,San Francisco,West,Consumer Premium
CUST-6100,48,36-50,Male,San Francisco,West,Consumer Budget
CUST-1237,59,51-65,Female,Minneapolis,Midwest,SMB
CUST-5675,23,18-25,Other,Seattle,West,Consumer Budget
CUST-9508,36,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-8241,28,26-35,Male,Minneapolis,Midwest,SMB
CUST-5372,34,26-35,Male,Chicago,Midwest,SMB
CUST-6079,30,26-35,Female,Boston,North East,SMB
CUST-6166,25,18-25,Male,Detroit,Midwest,Consumer Premium
CUST-2641,53,51-65,Female,Atlanta,South,B2B Enterprise
CUST-7184,56,51-65,Male,Miami,South,Consumer Premium
CUST-5289,26,26-35,Female,New York,North East,Consumer Premium
CUST-4359,32,26-35,Female,San Francisco,West,Consumer Premium
CUST-3670,23,18-25,Male,Miami,South,B2B Enterprise
CUST-9701,38,36-50,Male,Atlanta,South,Consumer Budget
CUST-2218,47,36-50,Male,Philadelphia,North East,SMB
CUST-1831,45,36-50,Female,New York,North East,Consumer Premium
CUST-8686,28,26-35,Male,Los Angeles,West,Consumer Premium
CUST-5102,18,18-25,Male,Seattle,West,SMB
CUST-1994,54,51-65,Other,Boston,North East,SMB
CUST-3056,32,26-35,Female,New York,North East,SMB
CUST-5209,18,18-25,Male,Dallas,South,SMB
CUST-5461,26,26-35,Male,Chicago,Midwest,Consumer Budget
CUST-1305,36,36-50,Male,Chicago,Midwest,Consumer Premium
CUST-7589,39,36-50,Male,New York,North East,B2B Enterprise
CUST-3721,58,51-65,Male,Los Angeles,West,Consumer Premium
CUST-2759,36,36-50,Male,Chicago,Midwest,SMB
CUST-6142,34,26-35,Female,Boston,North East,SMB
CUST-1050,23,18-25,Other,Los Angeles,West,Consumer Premium
CUST-8980,20,18-25,Female,Detroit,Midwest,Consumer Budget
CUST-5300,51,51-65,Female,Atlanta,South,SMB
CUST-4797,44,36-50,Male,Detroit,Midwest,Consumer Budget
CUST-5357,42,36-50,Non-Binary,Miami,South,SMB
CUST-7173,54,51-65,Male,Philadelphia,North East,B2B Enterprise
CUST-1810,64,51-65,Non-Binary,Seattle,West,Consumer Budget
CUST-9804,32,26-35,Female,Miami,South,SMB
CUST-8180,28,26-35,Male,Los Angeles,West,B2B Enterprise
CUST-2882,28,26-35,Male,New York,North East,Consumer Budget
CUST-1107,32,26-35,Female,New York,North East,SMB
CUST-3027,39,36-50,Male,Minneapolis,Midwest,SMB
CUST-6131,50,36-50,Male,Chicago,Midwest,Consumer Budget
CUST-6247,34,26-35,Male,Dallas,South,Consumer Premium
CUST-3843,31,26-35,Male,Atlanta,South,Consumer Budget
CUST-8379,37,36-50,Male,Philadelphia,North East,SMB
CUST-8344,34,26-35,Male,San Francisco,West,Consumer Premium
CUST-3680,46,36-50,Male,Chicago,Midwest,Consumer Premium
CUST-7738,33,26-35,Female,Dallas,South,SMB
CUST-7175,44,36-50,Male,San Francisco,West,Consumer Premium
CUST-8372,29,26-35,Male,Chicago,Midwest,Consumer Premium
CUST-1952,33,26-35,Female,Dallas,South,Consumer Premium
CUST-5288,47,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-6748,33,26-35,Female,Chicago,Midwest,SMB
CUST-3292,25,18-25,Male,Chicago,Midwest,Consumer Budget
CUST-5458,36,36-50,Male,San Francisco,West,SMB
CUST-8409,36,36-50,Female,Philadelphia,North East,Consumer Premium
CUST-7966,68,65+,Male,Atlanta,South,Consumer Premium
CUST-4116,35,26-35,Male,Philadelphia,North East,Consumer Budget
CUST-5772,45,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-4913,34,26-35,Female,Los Angeles,West,SMB
CUST-4063,48,36-50,Male,Boston,North East,B2B Enterprise
CUST-1716,28,26-35,Female,Seattle,West,SMB
CUST-1078,39,36-50,Male,Boston,North East,Consumer Budget
CUST-4958,46,36-50,Female,Detroit,Midwest,Consumer Budget
CUST-1645,43,36-50,Female,Seattle,West,Consumer Budget
CUST-9436,49,36-50,Female,Chicago,Midwest,SMB
CUST-3044,50,36-50,Female,San Francisco,West,SMB
CUST-4055,39,36-50,Female,Atlanta,South,Consumer Budget
CUST-8702,49,36-50,Female,Philadelphia,North East,Consumer Premium
CUST-6713,32,26-35,Male,Los Angeles,West,Consumer Budget
CUST-6083,46,36-50,Male,Boston,North East,Consumer Budget
CUST-6837,36,36-50,Male,Los Angeles,West,SMB
CUST-4721,36,36-50,Male,Los Angeles,West,SMB
CUST-6347,43,36-50,Male,Dallas,South,SMB
CUST-7785,32,26-35,Male,Seattle,West,Consumer Premium
CUST-4076,23,18-25,Female,Seattle,West,Consumer Budget
CUST-8819,54,51-65,Female,Miami,South,Consumer Budget
CUST-4395,33,26-35,Male,Chicago,Midwest,Consumer Budget
